ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
urua1244a-bride-36,isik ama ta,fisik	a-ma	tai,some	3-come	not,"some didn't come,",bride,36,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-37,a ita da dike so,da	ita	da	dike	som,so	1PL.INCL	DA	this	IAM,so it's just us.'',bride,37,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""DA"": ""unanalysed marker"", ""IAM"": ""iamitive""}"
urua1244a-bride-38,eru,terus,then,Then,bride,38,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-39,atip Tarak asoban,hatip	Tarak	a-sobang,preacher	Tarak	3-send,the preacher from Tarak sent,bride,39,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-40,arnemin da farakwai pis,warnemin	da	farakwai	pisa,village_board_member	DA	talk	a_little,"someone from the village board to talk a little.'\footnote{The \textit{warnemin} or \textit{warnemen} is someone from the village board, possibly from Dutch \textit{waarnemen(d)} `interim'.",bride,40,urua1244,urua1244a,WORD_ALIGNED,"{""DA"": ""unanalysed marker""}"
urua1244a-bride-41,farak nosir ,a-farak	n-osir	o,3-talk	3-say	QUOT,"He talked, saying:",bride,41,urua1244,urua1244a,WORD_ALIGNED,"{""QUOT"": ""quotative""}"
urua1244a-bride-42,ung warin sina far Kiaba bi nung nat sina far Kiaba ma dik,nung	warin	sina	far	Kiaba	bi	nung	nat	sina	far	Kiaba	ma	{dike},1SG.POSS	SS_sibling	3PL	from	Kiaba	or	1SG.POSS	sibling-sin-law	3PL	from	Kiaba	come	here,"{``}My siblings from Kiaba, or my sibling-in-law from Kiaba came here.",bride,42,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""SS_"": ""same-sex"", ""PL"": ""plural""}"
urua1244a-bride-43,tnen keka Arman ni perlu pis,itnen	keka	Arman	ni	perlu	pisa,1PL.INCL.POSS	child	Arman	3SG.POSS	need	a_little,Our child Arman has something to ask.,bride,43,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""POSS"": ""possessive"", ""SG"": ""singular""}"
urua1244a-bride-44,a nedat mapata amin Gora,ia	n-edat	mapata	amin	Goran,3SG	3-ask	woman	LOC	Gorom,He asked a woman in Gorom [to marry him].,bride,44,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""LOC"": ""locative""}"
urua1244a-bride-45,adi sina m,jadi	sina	ma,so	3PL	come,So they came,bride,45,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-bride-46,elak,selaku,as,as,bride,46,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-47,ran warin amin dike da sina am,uran	warin	amin	dike	da	sina	a-ma,DS_sibling	SS_sibling	LOC	here	DA	3PL	3-come,"siblings here, they came",bride,47,urua1244,urua1244a,WORD_ALIGNED,"{""DS_"": ""different-sex"", ""SS_"": ""same-sex"", ""LOC"": ""locative"", ""DA"": ""unanalysed marker"", ""PL"": ""plural""}"
urua1244a-bride-48,aren,karena,because,because,bride,48,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-49,ancia far Tarak dike da ati asusi amin Kiab,mancia	far	Tarak	{dike}	da	a-ti	a-susi	amin	Kiaba,people	from	Tarak	this	DA	3-go	3-give_birth	LOC	Kiaba,people from Tarak went to give birth in Kiaba,bride,49,urua1244,urua1244a,WORD_ALIGNED,"{""DA"": ""unanalysed marker"", ""LOC"": ""locative""}"
urua1244a-bride-50,iaba dike d,Kiaba	{dike}	da,Kiaba	this	DA,[people from] Kiaba,bride,50,urua1244,urua1244a,WORD_ALIGNED,"{""DA"": ""unanalysed marker""}"
urua1244a-bride-51,ma amin Tara,a-ma	amin	Tarak,3-come	LOC	Tarak,"came to Tarak,",bride,51,urua1244,urua1244a,WORD_ALIGNED,"{""LOC"": ""locative""}"
urua1244a-bride-52,pon baba Haji ini keka Nurlia sin,apon	baba	Haji	ini	keka	Nurlia	sina,like	father	Haji	3SG.POSS	child	Nurlia	3PL,"like father Haji's child, Nurlia and her family,",bride,52,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive"", ""PL"": ""plural""}"
urua1244a-bride-53,jira laman in kamka,Ajira	laman	in	kamkau,Ajira	father	3SG.POSS	child,Ajira's father's children...,bride,53,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessive""}"
urua1244a-bride-54,aka Kiaba roran Tarak rora,{daka}	Kiaba	roran	Tarak	roran,that	Kiaba	also	Tarak	also,That's Kiaba and Tarak.,bride,54,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-55,adi sina ama afika it,jadi	sina	a-ma	a-fika	ita,so	3PL	3-come	3-see	1PL.INCL,"So they came to see us,",bride,55,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive""}"
urua1244a-bride-56,ermasuk ita Tarak ke adeda,termasuk	ita	Tarak	ke	adedak,including	1PL.INCL	Tarak	PROX	all,"including all of us from Tarak,",bride,56,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""PROX"": ""proximal""}"
urua1244a-bride-57,tnenda warwari,itnenda	warwarin,1PL.INCL.POSS	SS_sibling,"our brothers,'\footnote{In Uruangnirin, the term used for `brother' or `sister' depends on the gender of the speaker. Since the speaker is male, \textit{warwarin} `same-sex sibling' means `brother' for him.",bride,57,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""POSS"": ""possessive"", ""SS_"": ""same-sex""}"
urua1244a-bride-58,tnen urura,itnen	ururan,1PL.INCL.POSS	DS_sibling,"our sisters,",bride,58,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""POSS"": ""possessive"", ""DS_"": ""different-sex""}"
urua1244a-bride-59,a min Kiaba dok,da	min	Kiaba	{doko},REL	LOC	Kiaba	that,who are in Kiaba over there.,bride,59,urua1244,urua1244a,WORD_ALIGNED,"{""REL"": ""relative"", ""LOC"": ""locative""}"
urua1244a-bride-60,iaba roran afk,Kiaba	roran	afka,Kiaba	also	like_that,Kiaba is also like that:,bride,60,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-61,inina warwari,sinina	warwarin,3PL.POSS	SS_sibling,"their same-sex siblings,",bride,61,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessive"", ""SS_"": ""same-sex""}"
urua1244a-bride-62,inin urura,sinin	ururan,3PL.POSS	DS_sibling,their different-sex siblings,bride,62,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessive"", ""DS_"": ""different-sex""}"
urua1244a-bride-63,a min Tarak dik,da	min	Tarak	{dike},REL	LOC	Tarak	here,who are here in Tarak...'\footnote{All this talk about siblings is to express the strength of the bond between the villages Kiaba and Tarak.,bride,63,urua1244,urua1244a,WORD_ALIGNED,"{""REL"": ""relative"", ""LOC"": ""locative""}"
urua1244a-bride-64,a sina ma afika it,da	sina	ma	a-fika	ita,so	3PL	come	3-see	1PL.INCL,So they came to see us.,bride,64,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive""}"
urua1244a-bride-65,ta por tosir ,ita	por	t-osir	o,1PL.INCL	PROH	1PL.INCL-say	QUOT,We can't say:,bride,65,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""PROH"": ""prohibitive"", ""QUOT"": ""quotative""}"
urua1244a-bride-66,uta putifat laf mo malikan sina ma mi,juta	{putifat}	laf	mo	malikan	sina	ma	min,million	forty	just	SOFT	?	3PL	come	LOC,"Just forty million [rupiah], they come to'\footnote{\textit{Malikan sina ma} means something like `coming for a bagatelle'. The meaning of \textit{malikan} is unknown. Forty million rupiah (€ 2,000) is the bride price Arlan's family in-law requested.",bride,66,urua1244,urua1244a,WORD_ALIGNED,"{""SOFT"": ""softener"", ""PL"": ""plural"", ""LOC"": ""locative""}"
urua1244a-bride-67,arak tafonak wai rora,Tarak	ta-fonak	wai	roran,Tarak	1PL.INCL-put	thing	also,"Tarak, we put things, too.'\footnote{`Putting things' likely refers to donating money towards the bride price.",bride,67,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive""}"
urua1244a-bride-68,a daka sal,ia	{daka}	sala,3SG	that	wrong,That's wrong.'\footnote{I'm not sure here what exactly is wrong. It is definitely the \textit{right} thing to do to come and ask for a contribution to the bride price.,bride,68,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular""}"
urua1244a-bride-69,ina apare nosir o itnen keluarg,sina	a-pare	n-osir	o	itnen	keluarga,3PL	3-know	3-say	QUOT	1PL.INCL.POSS	family,"They know, saying: ``Our family,",bride,69,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""QUOT"": ""quotative"", ""INCL"": ""inclusive"", ""POSS"": ""possessive""}"
urua1244a-bride-70,khirny,akhirnya,finally,"after all,",bride,70,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-71,ina m,sina	ma,3PL	come,they came,bride,71,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-bride-72,fika it,a-fika	ita,3-see	1PL.INCL,to see us,bride,72,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive""}"
urua1244a-bride-73,uma liosir daka la,cuma	li-osir	{daka}	laf,only	1SG-say	that	only,"that's all I'll say,",bride,73,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular""}"
urua1244a-bride-74,urang nor lab,kurang	nor	labe,less	and	more,more or less.,bride,74,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-75,isir maa,li-isir	maaf,1SG-ask	sorry,"Thank you.'\footnote{While \textit{li-isir maaf} literally means `ask for an apology', here it is a polite way to end a speech. (Maybe it refers to apologizing for taking the audience's time.)",bride,75,urua1244,urua1244a,WORD_ALIGNED,"{""SG"": ""singular""}"
urua1244a-bride-76,ad,jadi,so,So,bride,76,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-77,afonak so,ta-fonak	som,1PL.INCL-put	IAM,let's put down [money].'',bride,77,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""IAM"": ""iamitive""}"
urua1244a-bride-78,aru,tarus,then,Then,bride,78,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-79,ina fona,sina	fonak,3PL	put,they put down [money].,bride,79,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-bride-80,isik namat ripi raca ripi putinim,fisik	n-amat	ripi	raca	ripi	{putinima},some	3-bring	thousand	hundred	thousand	fifty,"Some brought one hundred thousand, fifty thousand,",bride,80,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-81,ipi rati nu,ripi	rati	nua,thousand	hundred	two,two hundred thousand...,bride,81,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-82,afonak sina fonak amka demtoti,ma-fonak	sina	fonak	amka	demtotir,1PL.EXCL-put	3PL	put	there	all,"We put down [money], they all put [it] down there.",bride,82,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive""}"
urua1244a-bride-83,uta fa,juta	fat,million	four,Four million,bride,83,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-84,ipi putine,ripi	putinem,thousand	sixty,sixty thousand.,bride,84,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-85,fonak ato puni,a-fonak	a-to	punit,3-put	3-descend	finished,"After putting down [money],",bride,85,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-86,ina rekin selesa,sina	rekin	selesai,3PL	count	finished,"after counting,",bride,86,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-bride-87,ina fonak ter amn,sina	fonak	ter	a-mno,3PL	put	tea	3-come_seawards,they served tea on the seaside.,bride,87,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-bride-88,mno mancia ruang amtonang nemin adedak puni,a-mno	mancia	ruang	a-mtonang	n-emin	adedak	punit,3-come_seawards	people	village	3-sit	3-drink	all	finished,"They came seawards, [and] after the village people sat down drinking tea",bride,88,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-89,ulai sinosir o afka kam,mulai	sin	n-osir	o	afka	kame,start	3PL	3-say	QUOT	like_that	DIST,they started saying like that:,bride,89,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""QUOT"": ""quotative"", ""DIST"": ""distal""}"
urua1244a-bride-90,alalaf matna kapal,ma-lalaf	ma-tna	kapala,1PL.EXCL-return	1PL.EXCL-go_landwards	house,"{``}We go back to our houses.'\footnote{This is the people from Tarak speaking. Tarak is basically built as two strips of houses following the coast: one on the beach, one a few metres further inland, at the forest edge. Apparently, the event is held in one of the houses on the beach.",bride,90,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive""}"
urua1244a-bride-91,abis amami sayang pidpidir boit magigit tai ef,habis	amami	sayang	pidpidir	boit	ma-gigit	tai	efi,after_all	1PL.EXCL.POSS	nutmeg	little	still	1PL.EXCL-peel	not	not_yet,"After all, we still have some nutmeg to peel.",bride,91,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""POSS"": ""possessive""}"
urua1244a-bride-92,atna magigit amami sayan,ma-tna	ma-gigit	amami	sayang,1PL.EXCL-go_landwards	1PL.EXCL-peel	1PL.EXCL.POSS	nutmeg,We go landwards to peel our nutmeg.'',bride,92,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""POSS"": ""possessive""}"
urua1244a-bride-93,ma far Kiaba mosir o yo mitna fakeikei,a-ma	far	Kiaba	n-osir	o	yo	mi-tna	fakeikein,3-come	from	Kiaba	3-say	QUOT	yes	2PL-go_landwards	well,"[They who] came from Kiaba said: ``Sure, go carefully",bride,93,urua1244,urua1244a,WORD_ALIGNED,"{""QUOT"": ""quotative"", ""PL"": ""plural""}"
urua1244a-bride-94,mi pesa kame salam am mancia Kiaba ,imi	pesa	kame	salam	am	mancia	Kiaba	e,2PL	travel_by_boat	DIST	greet	LOC	people	Kiaba	TAG,"When you sail, greet the people in Kiaba!''",bride,94,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""DIST"": ""distal"", ""LOC"": ""locative"", ""TAG"": ""tag question""}"
urua1244a-bride-95,apesa n,ma-pesa	ni,1PL.EXCL-travel_by_boat	FUT,"We were about to sail,",bride,95,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""FUT"": ""future""}"
urua1244a-bride-96,inlen Umar nenang nosir ,minlen	Umar	nenang	n-osir	o,elder_woman	Umar	mother	3-say	QUOT,[but] Umar's mother said:,bride,96,urua1244,urua1244a,WORD_ALIGNED,"{""QUOT"": ""quotative""}"
urua1244a-bride-97,mi por pesa nomb,imi	por	pesa	nomba,2PL	PROH	travel_by_boat	first,"{``}Don't you sail yet,",bride,97,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""PROH"": ""prohibitive""}"
urua1244a-bride-98,uan namnamin punit kanambo pes,m-uan	namnamin	punit	kanambo	pesa,2PL-eat	food	finished	then	travel_by_boat,"eat first, then you sail.''",bride,98,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural""}"
urua1244a-bride-99,ina afun namnamin ato man puni,sina	a-fun	namnamin	a-to	m-an	punit,3PL	3-do	food	3-descend	1PL.EXCL-eat	finished,After they had served the food and we had eaten,bride,99,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive""}"
urua1244a-bride-100,afarakwai pisa kamese sin nosir ,ma-farakwai	pisa	kamese	sin	n-osir	o,1PL.EXCL-talk	a_little	DIST	3PL	3-say	QUOT,we talked a litte and they said:,bride,100,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""DIST"": ""distal"", ""QUOT"": ""quotative""}"
urua1244a-bride-101,abai talalaf som afroba aus so,labai	ta-lalaf	som	afroba	aus	som,it's_better_if	1PL.INCL-return	IAM	night	late	IAM,"{``}It's better we go back, it's already late.",bride,101,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""INCL"": ""inclusive"", ""IAM"": ""iamitive""}"
urua1244a-bride-102,arangan jam duabelas som ita labai talala,karangan	jam	duabelas	som	ita	labai	ta-lalaf,near	hour	twelve	IAM	1PL.INCL	it's_better_if	1PL.INCL-return,"[It's] almost twelve o'clock, it's better we go back.''",bride,102,urua1244,urua1244a,WORD_ALIGNED,"{""IAM"": ""iamitive"", ""PL"": ""plural"", ""INCL"": ""inclusive""}"
urua1244a-bride-103,atip nosir o y,hatip	n-osir	o	yo,preacher	3-say	QUOT	yes,"The preacher said: ``Yes,",bride,103,urua1244,urua1244a,WORD_ALIGNED,"{""QUOT"": ""quotative""}"
urua1244a-bride-104,amese milalaf miti kame salam amin sina ,kamese	mi-lalaf	mi-ti	kame	salam	amin	sina	e,DIST	2PL-return	2PL-go	DIST	greet	LOC	3PL	TAG,"you go back, greet them over there.''",bride,104,urua1244,urua1244a,WORD_ALIGNED,"{""DIST"": ""distal"", ""PL"": ""plural"", ""LOC"": ""locative"", ""TAG"": ""tag question""}"
urua1244a-bride-105,erus mato matari waipidpidir ato ra,terus	ma-to	ma-tari	waipidpidir	a-to	rau,then	1PL.EXCL-descend	1PL.EXCL-bring	things	3-descend	canoe,Then we went down and brought things down to the canoe.,bride,105,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive""}"
urua1244a-bride-106,atno mafnaka nor jonso,ma-tno	ma-fnaka	nor	jonson,1PL.EXCL-go_seawards	1PL.EXCL-sail	with	motor_boat,"We went seawards, we sailed with the motor boat.",bride,106,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive""}"
urua1244a-bride-107,ama mamin dik,ma-ma	ma-min	dike,1PL.EXCL-come	1PL.EXCL-be_at	here,"We arived here'\footnote{This is one of the very few cases where \textit{min}, usually glossed as \textbf{\textsc{loc}}, is used as a verb. The long form of both is \textit{amina}, and the other corpus instances of the verb \textit{be at} use this long form.",bride,107,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive""}"
urua1244a-bride-108,am duabelas lewa,jam	duabelas	lewat,hour	twelve	pass,after twelve o'clock.,bride,108,urua1244,urua1244a,WORD_ALIGNED,{}
urua1244a-bride-109,ama dik,ma-ma	dike,1PL.EXCL-come	here,"We came here,",bride,109,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive""}"
urua1244a-bride-110,atari wai pidpidir atna kapala sinin tompat-tompat kukis pet,ma-tari	wai\_pidpidir	a-tna	kapala	sinin	tompat∼tompat	kukis	peta,1PL.EXCL-bring	things	3-go_landwards	house	3PL.POSS	container∼PL	cake	ANA,"we had brought the things home, their cake containers that they had used,",bride,110,urua1244,urua1244a,WORD_ALIGNED,"{""PL"": ""plural"", ""EXCL"": ""exclusive"", ""POSS"": ""possessive"", ""ANA"": ""anaphoric""}"
